school,age,address,Pstatus,guardian,studytime,failures,schoolsup,famsup,internet,romantic,famrel,freetime,goout,G1
GP,18,U,T,mother,2,0,no,yes,yes,no,4,2,2,14
GP,21,R,T,other,2,2,no,yes,yes,yes,5,3,3,9
GP,20,R,T,other,3,0,no,no,yes,yes,3,2,2,11
GP,19,U,T,other,1,1,no,yes,yes,yes,3,2,5,9
GP,17,U,A,mother,2,0,no,yes,yes,no,4,4,4,16
GP,18,U,T,father,3,0,no,yes,yes,yes,4,3,4,14
GP,18,R,T,father,1,0,no,no,yes,no,3,1,3,13
GP,19,U,T,mother,1,0,no,no,yes,no,5,3,4,7
GP,18,U,A,mother,2,0,no,yes,yes,no,4,1,4,14
GP,20,U,T,mother,1,1,yes,no,yes,yes,5,3,1,8
GP,18,U,T,mother,2,0,no,yes,yes,yes,3,1,2,10
MS,16,U,T,father,1,0,no,yes,yes,yes,4,3,3,10
MS,16,R,T,mother,2,0,no,yes,yes,no,4,4,4,12
MS,15,R,T,mother,1,1,no,yes,no,yes,4,1,3,10
MS,15,R,T,mother,1,0,no,yes,yes,no,5,4,4,10
MS,16,R,T,mother,2,0,no,no,no,no,4,5,2,16
MS,15,R,T,mother,1,0,no,no,no,no,1,3,4,6
MS,16,R,A,mother,2,0,no,yes,no,no,5,3,2,10
MS,16,U,A,mother,3,0,yes,no,yes,no,4,4,3,10
MS,17,R,T,father,2,1,no,no,no,yes,4,5,4,10
MS,17,R,T,father,1,1,no,yes,yes,no,5,4,4,6
MS,15,R,T,mother,1,0,no,no,yes,yes,1,5,1,13
MS,16,U,A,mother,4,0,no,no,no,yes,1,2,1,10
MS,15,R,T,father,2,0,no,yes,yes,no,5,4,3,10
MS,15,R,T,mother,1,1,no,yes,yes,yes,4,4,3,6
MS,16,R,T,mother,1,0,no,yes,no,no,3,2,3,12
MS,17,R,T,mother,1,0,no,yes,yes,no,5,5,5,10
MS,15,R,T,father,1,0,no,no,yes,no,4,1,3,14
MS,16,U,T,mother,2,0,no,yes,no,yes,5,4,5,7
MS,17,U,T,mother,2,0,no,no,yes,no,4,4,3,8
MS,15,R,T,father,2,0,no,yes,yes,no,5,3,4,12
MS,15,R,T,father,2,0,no,yes,yes,no,5,3,4,7
MS,16,R,T,mother,2,0,no,no,no,no,3,4,5,9
MS,15,R,T,mother,2,0,no,yes,no,yes,5,4,5,7
MS,15,U,T,father,2,0,no,yes,yes,no,5,3,3,11
MS,17,R,T,mother,1,0,no,no,no,yes,5,5,5,8
MS,16,R,T,mother,3,0,no,no,yes,yes,4,2,2,16
MS,15,R,T,mother,1,0,no,no,no,no,5,1,2,11
MS,16,R,T,mother,2,0,no,yes,yes,no,4,5,4,15
MS,16,R,T,father,2,0,no,no,no,no,4,3,3,10
MS,16,R,T,mother,2,0,no,yes,yes,no,4,4,5,9
MS,16,U,T,mother,3,1,no,yes,no,no,1,3,2,10
MS,16,U,T,mother,3,1,no,yes,no,no,1,3,2,9
MS,15,U,T,mother,2,0,yes,yes,yes,no,4,4,2,9
MS,16,U,T,father,2,0,no,yes,no,yes,5,4,3,13
MS,17,R,T,mother,1,0,no,yes,yes,no,5,5,5,10
MS,16,R,T,father,4,0,no,yes,yes,no,4,3,2,13
MS,16,R,T,father,3,0,yes,yes,no,no,4,4,3,10
MS,15,R,T,father,2,0,no,yes,yes,no,4,3,3,11
MS,16,R,T,mother,1,0,no,no,yes,yes,4,2,2,13
MS,15,R,T,father,2,0,no,yes,no,no,4,2,1,13
MS,15,R,T,father,3,0,yes,yes,no,no,4,4,3,14
MS,16,R,T,father,1,0,no,no,no,no,3,4,4,11
MS,18,U,T,father,2,1,no,yes,yes,yes,3,4,4,9
MS,15,U,T,mother,1,0,no,yes,no,no,3,2,3,10
MS,16,R,T,father,2,0,no,yes,yes,no,5,3,4,14
MS,15,U,T,mother,1,0,no,no,no,no,4,3,3,13
MS,16,U,T,father,2,0,no,yes,no,yes,4,3,1,13
MS,15,R,T,mother,2,0,no,yes,yes,yes,4,5,4,13
MS,16,R,T,mother,2,1,no,yes,no,no,4,4,4,12
MS,16,R,T,father,1,0,no,yes,no,yes,4,3,2,14
MS,16,U,T,mother,1,0,no,yes,yes,no,2,4,3,10
MS,15,R,T,father,1,0,no,yes,yes,no,4,2,4,10
MS,15,U,T,mother,3,0,no,yes,no,no,5,3,2,12
MS,16,R,T,mother,1,0,no,yes,yes,yes,5,4,3,10
MS,15,U,T,father,1,0,no,yes,yes,no,4,3,3,12
MS,16,R,T,father,2,3,yes,yes,no,no,3,4,3,7
MS,17,U,T,mother,1,0,no,yes,no,no,4,5,3,9
MS,19,U,T,other,1,1,no,no,yes,yes,4,4,4,9
MS,17,R,T,mother,1,0,no,yes,no,yes,5,5,3,9
MS,15,R,T,mother,1,0,no,yes,no,yes,5,2,1,9
MS,16,R,T,father,2,0,no,yes,yes,no,3,4,5,9
MS,16,U,A,mother,1,0,no,yes,no,no,4,3,4,7
MS,17,R,T,mother,2,0,no,yes,yes,no,4,3,5,11
MS,16,U,T,father,1,1,no,yes,yes,no,4,4,3,9
MS,18,R,A,other,3,2,no,yes,no,yes,3,3,2,7
MS,19,U,T,mother,3,1,no,no,no,yes,5,3,1,7
MS,18,R,T,mother,1,1,no,no,yes,no,4,4,3,8
MS,18,R,T,mother,1,1,no,no,yes,yes,3,2,3,9
MS,19,U,T,other,2,1,no,yes,yes,yes,1,1,4,7
MS,16,R,A,mother,2,0,no,no,no,yes,3,3,2,8
MS,17,U,T,father,1,0,no,no,no,no,2,4,4,9
MS,16,R,T,mother,2,0,no,no,yes,no,4,4,5,8
MS,16,U,T,mother,1,0,no,no,yes,yes,4,5,4,14
MS,16,R,T,mother,1,0,no,yes,yes,yes,4,4,4,14
MS,17,U,T,mother,4,1,no,yes,no,no,5,4,5,10
MS,16,U,T,mother,2,0,no,yes,yes,no,5,3,3,14
MS,16,U,T,mother,1,0,no,yes,no,yes,4,2,5,17
MS,17,U,T,father,1,1,no,yes,yes,yes,5,3,5,6
MS,16,U,T,father,1,0,no,no,yes,no,4,2,5,14
MS,17,R,T,mother,4,1,no,yes,no,no,1,3,5,10
MS,16,U,T,other,4,0,yes,yes,yes,no,2,2,1,14
MS,19,U,T,mother,3,0,no,no,yes,yes,5,4,5,12
MS,17,R,T,mother,1,0,no,yes,yes,yes,4,4,5,11
MS,20,U,T,mother,2,1,no,no,yes,yes,3,3,4,11
MS,17,U,T,father,3,0,no,yes,no,yes,4,3,3,11
MS,17,R,T,mother,1,1,no,yes,yes,no,4,4,5,10
MS,16,R,T,father,2,0,no,yes,no,no,5,3,2,16
MS,17,R,T,mother,2,0,no,yes,no,no,5,3,2,15
MS,17,U,A,mother,2,0,no,no,yes,yes,4,4,5,11
MS,18,R,T,mother,2,1,no,yes,yes,yes,4,3,2,7
MS,16,U,T,mother,1,0,no,no,yes,no,3,1,3,8
MS,16,U,T,mother,1,0,no,no,yes,no,3,1,3,7
MS,18,U,T,mother,2,0,yes,no,no,no,2,3,5,9
MS,16,R,T,father,2,0,no,no,yes,yes,4,3,3,14
MS,16,R,T,mother,1,0,no,no,yes,no,5,4,5,14
MS,18,U,A,father,2,1,no,yes,yes,no,2,3,2,8
MS,16,R,T,mother,2,0,no,no,yes,no,5,2,1,8
MS,16,U,T,mother,2,0,no,yes,yes,no,4,3,2,6
MS,16,R,T,mother,2,0,no,yes,yes,no,3,3,3,8
MS,16,U,T,mother,2,0,no,yes,yes,yes,4,3,4,8
MS,18,U,T,mother,4,0,no,yes,yes,yes,5,5,5,5
MS,16,R,T,mother,2,0,no,yes,no,no,4,2,1,7
MS,17,U,T,mother,3,0,no,yes,yes,no,4,4,3,15
MS,17,R,T,mother,1,0,no,no,yes,yes,4,2,3,13
MS,16,U,T,mother,3,0,no,no,no,no,5,1,3,10
MS,17,R,T,mother,1,0,no,yes,yes,no,5,1,3,9
MS,16,U,T,father,1,0,no,yes,no,no,5,1,3,11
MS,17,U,T,mother,1,0,no,yes,yes,no,4,1,4,7
MS,17,U,T,mother,2,0,no,no,yes,yes,5,1,3,10
MS,16,U,T,mother,2,0,no,no,yes,yes,4,2,2,9
MS,16,U,T,mother,2,0,no,no,yes,yes,3,2,2,14
MS,16,U,T,father,1,0,no,yes,yes,no,4,1,2,11
MS,15,R,T,mother,2,0,no,yes,no,no,5,5,5,9
MS,15,U,A,mother,4,0,no,yes,no,no,5,4,5,13
MS,15,U,A,mother,1,0,no,no,yes,no,4,3,3,12
MS,16,R,T,mother,3,0,no,yes,no,yes,4,3,3,11
MS,16,U,T,mother,2,0,no,yes,yes,no,1,2,4,9
MS,17,U,T,mother,1,0,no,no,no,yes,4,3,3,9
MS,17,R,T,mother,2,0,yes,no,no,no,5,1,3,11
MS,16,U,T,mother,3,0,no,yes,yes,yes,5,3,5,10
MS,17,R,T,father,1,3,no,no,yes,yes,3,3,3,9
MS,17,R,T,father,1,0,no,no,no,yes,5,1,2,12
MS,17,U,T,mother,2,1,no,yes,yes,yes,5,4,4,8
MS,17,U,T,father,2,0,no,yes,yes,no,5,2,5,13
MS,16,R,T,father,1,0,no,no,yes,no,4,1,2,10
MS,17,U,A,mother,2,0,no,no,yes,yes,4,5,5,11
MS,17,R,T,mother,2,0,yes,yes,yes,no,4,3,3,17
MS,16,U,A,father,2,0,no,yes,yes,yes,4,1,2,12
MS,17,U,T,father,2,0,no,yes,yes,no,4,1,2,13
MS,19,U,T,mother,2,2,no,yes,yes,no,4,4,3,9
MS,17,U,A,mother,1,0,no,no,no,yes,4,1,2,11
MS,17,R,T,father,1,0,no,yes,yes,yes,3,5,5,10
MS,16,R,T,father,3,0,yes,yes,yes,yes,4,3,4,13
MS,16,R,T,mother,1,0,no,no,no,no,4,4,4,9
MS,17,R,T,mother,2,3,no,yes,yes,yes,5,4,4,7
MS,17,R,T,mother,1,0,no,no,no,yes,5,5,5,8
MS,18,R,T,other,1,1,yes,yes,no,no,4,3,2,12
MS,17,R,T,mother,1,0,no,yes,yes,yes,4,5,5,10
MS,18,U,T,mother,2,0,no,yes,no,no,4,3,3,10
MS,16,R,T,father,2,0,no,no,no,yes,5,4,3,11
MS,17,U,T,mother,1,1,no,no,no,yes,1,2,1,7
MS,16,R,T,father,1,0,no,no,yes,no,4,5,5,11
MS,16,R,T,mother,1,0,no,no,yes,no,4,5,5,10
MS,18,R,T,other,1,1,no,yes,yes,yes,5,3,3,9
MS,18,R,T,mother,1,1,no,no,yes,no,2,3,1,4
MS,19,U,T,mother,1,3,no,no,no,no,3,2,1,6
MS,18,U,T,mother,2,2,no,yes,yes,no,4,4,5,4
MS,16,R,T,mother,1,0,no,yes,yes,yes,5,4,3,7
MS,19,U,T,other,1,3,no,no,yes,yes,4,4,3,8
MS,16,U,A,mother,2,2,no,yes,no,yes,2,5,5,5
MS,17,U,T,mother,1,0,no,yes,no,no,4,3,2,7
MS,20,R,T,other,1,1,no,yes,yes,yes,4,4,3,8
MS,18,R,A,mother,1,0,no,yes,yes,no,5,4,4,10
MS,18,R,T,mother,1,0,no,yes,yes,no,2,5,5,9
MS,19,R,T,other,2,1,no,no,yes,no,5,4,4,10
MS,17,U,T,mother,2,1,no,yes,yes,no,4,5,4,8
MS,18,U,T,mother,1,0,no,no,yes,yes,4,3,3,9
MS,19,R,T,other,1,1,no,yes,yes,no,4,4,4,8
MS,18,U,A,mother,2,2,no,yes,no,no,4,3,3,6
MS,19,U,A,mother,1,0,no,yes,no,no,1,4,4,6
MS,18,R,T,mother,1,1,no,no,yes,yes,5,5,5,8
MS,17,R,T,mother,1,0,no,yes,yes,no,4,4,3,10
MS,17,R,A,other,3,0,no,yes,no,no,4,2,3,8
MS,17,U,T,mother,2,0,yes,yes,yes,no,5,5,5,8
MS,18,R,T,mother,2,1,no,yes,yes,no,2,3,3,7
MS,17,U,T,mother,1,0,no,yes,no,yes,3,2,2,8
MS,17,U,T,father,1,0,no,no,yes,no,5,5,1,7
MS,18,U,T,mother,2,2,no,no,no,yes,3,4,4,7
MS,18,U,T,father,2,0,no,no,yes,no,4,3,5,12
MS,17,U,T,mother,1,0,no,yes,yes,no,4,4,3,11
MS,18,U,A,mother,2,0,no,no,yes,no,4,4,3,12
MS,18,U,T,mother,2,0,no,no,yes,no,4,3,5,18
MS,18,U,T,mother,1,0,no,yes,yes,no,5,4,5,17
MS,17,U,T,mother,2,0,no,yes,yes,no,4,3,3,17
MS,18,R,T,mother,2,1,no,no,no,yes,4,3,3,9
MS,18,U,T,mother,1,0,no,yes,no,no,4,1,4,10
MS,18,R,T,mother,1,0,no,yes,yes,yes,2,5,5,12
MS,17,R,T,father,1,0,no,no,no,no,4,2,3,12
MS,18,U,T,mother,2,0,no,yes,yes,yes,1,3,1,8
MS,18,U,T,father,3,0,no,no,yes,yes,5,4,5,11
MS,18,R,A,mother,2,0,no,no,yes,yes,5,3,1,5
MS,18,U,T,mother,2,1,no,no,no,no,4,4,2,9
MS,19,U,T,father,1,1,no,no,no,no,5,5,5,5
MS,17,U,T,father,4,0,no,no,yes,yes,4,2,3,18
MS,17,R,A,mother,2,0,no,no,yes,yes,5,3,3,11
MS,18,U,A,mother,2,0,no,no,no,yes,5,2,3,8
MS,18,U,T,father,2,0,no,yes,no,no,4,1,1,11
MS,19,R,A,other,2,3,no,yes,no,yes,3,5,4,8
MS,18,R,T,mother,3,0,no,no,yes,yes,4,2,1,14
MS,17,R,T,mother,2,1,no,yes,yes,yes,4,5,5,10
MS,18,U,T,father,2,0,no,yes,no,yes,5,3,4,10
MS,17,R,T,father,2,0,no,yes,yes,no,4,3,3,12
MS,17,U,A,mother,2,0,no,no,no,yes,1,2,3,15
MS,18,U,T,father,1,0,no,no,yes,yes,3,3,2,14
MS,18,U,T,father,3,0,no,no,yes,no,5,3,2,19
MS,18,R,A,mother,2,0,no,no,no,yes,4,3,4,16
MS,18,U,T,mother,2,0,no,yes,yes,yes,4,3,2,13
MS,17,U,T,mother,2,0,no,yes,yes,yes,2,3,4,15
MS,17,R,T,father,2,0,no,no,no,no,3,2,2,13
MS,18,R,T,mother,2,0,no,yes,no,no,3,3,4,8
MS,18,U,T,mother,3,0,no,no,yes,yes,4,2,2,15
MS,17,R,T,mother,1,1,no,yes,yes,yes,5,2,1,8
MS,18,U,T,father,1,0,no,yes,yes,yes,5,2,3,10
MS,18,R,T,father,2,0,no,yes,yes,yes,3,2,2,7
MS,18,R,T,father,1,0,no,yes,yes,yes,4,3,3,9
MS,17,U,T,mother,3,0,no,no,no,yes,3,4,3,10
MS,17,R,T,mother,1,0,no,no,yes,no,3,5,5,7
MS,18,R,T,mother,3,0,no,no,yes,no,5,4,4,15
MS,18,R,T,mother,3,0,no,no,yes,no,4,3,2,10
MS,19,R,T,other,2,1,no,yes,yes,yes,4,3,3,7
MS,18,R,T,mother,2,0,no,no,yes,no,5,4,3,13
MS,18,U,T,mother,2,0,no,no,yes,yes,4,1,3,16
MS,17,R,T,mother,2,0,no,yes,yes,no,4,5,4,8
MS,18,U,T,father,2,0,no,no,yes,no,3,2,4,17
MS,18,R,T,mother,1,0,no,no,yes,yes,4,4,3,7
MS,17,U,T,father,2,0,no,no,yes,no,4,4,3,14
MS,19,R,T,mother,1,1,no,no,no,no,4,3,2,5
MS,18,R,T,father,1,1,no,no,no,no,5,4,3,7
MS,18,R,T,mother,3,0,no,no,no,no,5,3,3,14
MS,17,U,T,mother,2,0,no,no,yes,no,5,5,4,6
MS,18,R,T,mother,1,0,no,yes,yes,yes,4,4,3,7
MS,19,R,T,mother,3,1,no,no,yes,no,5,4,2,10
MS,18,U,T,mother,2,0,no,yes,yes,no,4,3,4,15
MS,18,U,T,mother,2,0,no,no,no,no,1,1,1,11
MS,17,U,T,mother,1,0,no,no,yes,no,2,4,5,10
MS,18,R,T,mother,1,0,no,no,yes,no,4,4,1,10
